Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
07/20/2015,Completed,07/22/2015,15-03521283,Sanitation Code Violation,Standing water,4531 N WOLCOTT AVE,60640,1163004.14991474,1930116.24992168,47,19,4,41.96388799706696,-87.676069254743,"(41.96388799706696, -87.676069254743)"
07/13/2015,Completed,07/22/2015,15-03374630,Sanitation Code Violation,Standing water,963 E 40TH ST,60653,1183610.9333708,1878798.36168866,4,2,36,41.82261115978356,-87.60191390340474,"(41.82261115978356, -87.60191390340474)"
07/20/2015,Completed,07/24/2015,15-03515430,Sanitation Code Violation,Standing water,3839 N LAVERGNE AVE,60641,1142341.7289682,1925170.84150274,45,16,15,41.95072715836965,-87.75216254147276,"(41.95072715836965, -87.75216254147276)"
07/16/2015,Completed - Dup,07/24/2015,15-03442274,Sanitation Code Violation,Standing water,7541 S EGGLESTON AVE,60620,1174599.71168475,1854923.85869448,6,6,69,41.757302765249776,-87.63568276219476,"(41.757302765249776, -87.63568276219476)"
07/16/2015,Completed,07/24/2015,15-03441582,Sanitation Code Violation,Standing water,7541 S EGGLESTON AVE,60620,1174599.71168475,1854923.85869448,6,6,69,41.757302765249776,-87.63568276219476,"(41.757302765249776, -87.63568276219476)"
07/16/2015,Completed,07/24/2015,15-03442499,Sanitation Code Violation,Standing water,7545 S EGGLESTON AVE,60620,1174600.41168475,1854897.05869448,6,6,69,41.757229207233124,-87.63568099330953,"(41.757229207233124, -87.63568099330953)"
06/25/2015,Completed,07/27/2015,15-02965571,Sanitation Code Violation,Standing water,2958 N SHERIDAN RD,60657,1173057.74947569,1919976.79607516,44,19,6,41.935847455323824,-87.63940739274099,"(41.935847455323824, -87.63940739274099)"
07/27/2015,Completed,07/29/2015,15-03654647,Sanitation Code Violation,Standing water,1127 W FOSTER AVE,60640,1167780.51508147,1934692.91068682,48,20,3,41.97634461897305,-87.65837555345153,"(41.97634461897305, -87.65837555345153)"
07/27/2015,Completed,07/29/2015,15-03669570,Sanitation Code Violation,Standing water,3446 N OLCOTT AVE,60634,1125476.02072444,1921985.92060424,38,16,17,41.9422844421475,-87.81423191584469,"(41.9422844421475, -87.81423191584469)"
06/26/2015,Completed,07/29/2015,15-03006447,Sanitation Code Violation,Standing water,419 E 105TH ST,60628,1180973.43680938,1835433.54488546,9,5,49,41.70367479253533,-87.61292201712813,"(41.70367479253533, -87.61292201712813)"
07/20/2015,Completed,07/30/2015,15-03515581,Sanitation Code Violation,Standing water,4930 W GRACE ST,60641,1142802.01331443,1924810.28968126,45,16,15,41.949729194498495,-87.75047955944986,"(41.949729194498495, -87.75047955944986)"
06/22/2015,Completed,07/30/2015,15-02896678,Sanitation Code Violation,Standing water,6911 S PRAIRIE AVE,60637,1179235.24147985,1859209.73697854,6,3,69,41.76895926530603,-87.61856382746737,"(41.76895926530603, -87.61856382746737)"
06/22/2015,Completed,07/30/2015,15-02896679,Sanitation Code Violation,Standing water,6915 S PRAIRIE AVE,60637,1179236.54147985,1859167.23697854,6,3,69,41.76884261119054,-87.618560356966,"(41.76884261119054, -87.618560356966)"
07/27/2015,Completed,08/02/2015,15-03665979,Sanitation Code Violation,Standing water,3258 W POTOMAC AVE,60651,1154401.33339262,1908464.02703162,26,14,23,41.90464937643148,-87.70827963109726,"(41.90464937643148, -87.70827963109726)"
08/02/2015,Completed,08/03/2015,15-03793264,Sanitation Code Violation,Standing water,7504 N OSCEOLA AVE,60631,1125733.93913338,1949245.57030502,41,16,9,42.01708348427968,-87.81267492119356,"(42.01708348427968, -87.81267492119356)"
07/21/2015,Completed,08/03/2015,15-03553807,Sanitation Code Violation,Standing water,933 W WOLFRAM ST,60657,1169563.70849169,1919119.28020449,44,19,6,41.933571281798216,-87.65227320739135,"(41.933571281798216, -87.65227320739135)"
08/03/2015,Completed,08/04/2015,15-03806059,Sanitation Code Violation,Standing water,3111 W 36TH PL,60632,1156222.78007182,1880254.53070583,12,9,58,41.827202922821705,-87.7023505366856,"(41.827202922821705, -87.7023505366856)"
08/01/2015,Completed,08/05/2015,15-03772979,Sanitation Code Violation,Standing water,4147 W BYRON ST,60641,1148128.09731959,1925604.42623394,45,17,16,41.95180730886983,-87.73088082665699,"(41.95180730886983, -87.73088082665699)"
07/24/2015,Completed,08/05/2015,15-03629349,Sanitation Code Violation,Standing water,3839 N LAVERGNE AVE,60641,1142341.7289682,1925170.84150274,45,16,15,41.95072715836965,-87.75216254147276,"(41.95072715836965, -87.75216254147276)"
07/31/2015,Completed,08/09/2015,15-03758313,Sanitation Code Violation,Standing water,2000 W 68TH ST,60636,1164199.43123429,1859563.23716707,16,7,67,41.770258987698156,-87.67366792415302,"(41.770258987698156, -87.67366792415302)"
08/03/2015,Completed,08/09/2015,15-03805526,Sanitation Code Violation,Standing water,6227 S JUSTINE ST,60636,1167071.48943039,1863431.83259113,16,7,67,41.780813976839845,-87.66302958378868,"(41.780813976839845, -87.66302958378868)"
08/07/2015,Completed,08/12/2015,15-03913350,Sanitation Code Violation,Standing water,1620 W NELSON ST,60657,1164988.06916634,1920315.57182763,32,19,6,41.936952482014114,-87.66905430853501,"(41.936952482014114, -87.66905430853501)"
08/06/2015,Completed,08/12/2015,15-03896966,Sanitation Code Violation,Standing water,11114 S AVENUE C,60617,1204462.54003441,1831885.8336918,10,4,52,41.69336819612136,-87.52703309946719,"(41.69336819612136, -87.52703309946719)"
07/23/2015,Completed,08/17/2015,15-03589968,Sanitation Code Violation,Standing water,2820 W TAYLOR ST,60612,1157711.06383271,1895580.68849046,28,11,27,41.86922948147276,-87.69647322216328,"(41.86922948147276, -87.69647322216328)"
08/18/2015,Completed,08/18/2015,15-04169914,Sanitation Code Violation,Standing water,7408 W ADDISON ST,60634,1126039.4162851,1923039.1206669,38,16,17,41.94516517015926,-87.8121376002339,"(41.94516517015926, -87.8121376002339)"
08/13/2015,Completed,08/18/2015,15-04074349,Sanitation Code Violation,Standing water,937 W HARRISON ST,60607,1170299.39651034,1897561.14942705,11,12,28,41.87439843573856,-87.65020051574648,"(41.87439843573856, -87.65020051574648)"
08/18/2015,Completed,08/19/2015,15-04172153,Sanitation Code Violation,Standing water,1628 W NELSON ST,60657,1164934.76916634,1920314.27182763,32,19,6,41.93695004788217,-87.66925022998109,"(41.93695004788217, -87.66925022998109)"
08/19/2015,Completed,08/20/2015,15-04190532,Sanitation Code Violation,Standing water,2321 W THOMAS ST,60622,1160733.47346581,1907265.26569235,1,12,24,41.901230915324525,-87.68505309945752,"(41.901230915324525, -87.68505309945752)"
08/19/2015,Completed,08/20/2015,15-04198011,Sanitation Code Violation,Standing water,6450 N LEAVITT ST,60645,1160478.82489557,1942460.1166748,50,24,2,41.9978128608775,-87.68501057115333,"(41.9978128608775, -87.68501057115333)"
08/18/2015,Completed,08/21/2015,15-04163844,Sanitation Code Violation,Standing water,1739 W FULTON ST,60612,1164755.95913162,1902063.75890708,27,12,28,41.886873227920596,-87.67042578131031,"(41.886873227920596, -87.67042578131031)"
08/03/2015,Completed,08/24/2015,15-03823553,Sanitation Code Violation,Standing water,8738 S KINGSTON AVE,60617,1194664.89506933,1847522.20668299,7,4,46,41.73652198363818,-87.56239102324369,"(41.73652198363818, -87.56239102324369)"
08/21/2015,Completed,08/27/2015,15-04239206,Sanitation Code Violation,Standing water,2321 W THOMAS ST,60622,1160733.47346581,1907265.26569235,1,12,24,41.901230915324525,-87.68505309945752,"(41.901230915324525, -87.68505309945752)"
08/06/2015,Completed,08/27/2015,15-03894853,Sanitation Code Violation,Standing water,4147 W BYRON ST,60641,1148128.09731959,1925604.42623394,45,17,16,41.95180730886983,-87.73088082665699,"(41.95180730886983, -87.73088082665699)"
08/28/2015,Completed,08/31/2015,15-04414270,Sanitation Code Violation,Standing water,4600 N WOLCOTT AVE,60640,1162990.35460252,1930572.25422233,47,19,4,41.965139583502946,-87.67610711550698,"(41.965139583502946, -87.67610711550698)"
08/19/2015,Completed,08/31/2015,15-04183772,Sanitation Code Violation,Standing water,902 S CLAREMONT AVE,60612,1160857.99097597,1895951.69591492,28,12,28,41.87018291304187,-87.68490973765621,"(41.87018291304187, -87.68490973765621)"
08/19/2015,Completed,08/31/2015,15-04183773,Sanitation Code Violation,Standing water,748 S WESTERN AVE,60612,1160509.13989822,1896464.93999791,28,11,28,41.871598527527404,-87.68617627396281,"(41.871598527527404, -87.68617627396281)"
08/30/2015,Completed,09/01/2015,15-04460534,Sanitation Code Violation,Standing water,4547 N DRAKE AVE,60625,1151902.20216563,1929990.86560475,33,17,14,41.96377036499931,-87.7168911478088,"(41.96377036499931, -87.7168911478088)"
08/30/2015,Completed,09/03/2015,15-04450627,Sanitation Code Violation,Standing water,6870 N HIAWATHA AVE,60646,1135816.3744707,1945192.87561273,41,16,12,42.0057883093868,-87.7756705280377,"(42.0057883093868, -87.7756705280377)"
09/07/2015,Completed,09/08/2015,15-04632952,Sanitation Code Violation,Standing water,1313 W 18TH PL,60608,1167906.66622137,1891202.00992327,25,12,31,41.85700035443351,-87.65916886150532,"(41.85700035443351, -87.65916886150532)"
09/05/2015,Completed,09/08/2015,15-04599937,Sanitation Code Violation,Standing water,2959 S EMERALD AVE,60616,1171779.36402708,1885262.44560981,11,9,60,41.84061737986158,-87.64512870939365,"(41.84061737986158, -87.64512870939365)"
09/08/2015,Completed,09/09/2015,15-04647913,Sanitation Code Violation,Standing water,4930 W GRACE ST,60641,1142802.01331443,1924810.28968126,45,16,15,41.949729194498495,-87.75047955944986,"(41.949729194498495, -87.75047955944986)"
09/02/2015,Completed,09/09/2015,15-04529835,Sanitation Code Violation,Standing water,2849 S ARCHER AVE,60608,1168834.20002014,1885972.72999973,11,9,60,41.842630714500864,-87.65591572682806,"(41.842630714500864, -87.65591572682806)"
08/03/2015,Completed,09/09/2015,15-03823553,Sanitation Code Violation,Standing water,8738 S KINGSTON AVE,60617,1194664.89506933,1847522.20668299,7,4,46,41.73652198363818,-87.56239102324369,"(41.73652198363818, -87.56239102324369)"
09/13/2015,Completed,09/14/2015,15-04774783,Sanitation Code Violation,Standing water,2059 N KENMORE AVE,60614,1168967.46239518,1913866.86120129,43,18,7,41.91917135429092,-87.65461715301127,"(41.91917135429092, -87.65461715301127)"
09/09/2015,Completed,09/14/2015,15-04682391,Sanitation Code Violation,Standing water,4547 N DRAKE AVE,60625,1151902.20216563,1929990.86560475,33,17,14,41.96377036499931,-87.7168911478088,"(41.96377036499931, -87.7168911478088)"
09/10/2015,Completed,09/16/2015,15-04700230,Sanitation Code Violation,Standing water,4930 W GRACE ST,60641,1142802.01331443,1924810.28968126,45,16,15,41.949729194498495,-87.75047955944986,"(41.949729194498495, -87.75047955944986)"
09/14/2015,Completed,09/17/2015,15-04800767,Sanitation Code Violation,Standing water,1954 W ADDISON ST,60613,1162675.77206744,1923915.0769727,47,19,5,41.94687857720093,-87.6774510929429,"(41.94687857720093, -87.6774510929429)"
09/10/2015,Completed,09/17/2015,15-04718847,Sanitation Code Violation,Standing water,4243 N LINCOLN AVE,60618,1161401.61880895,1928248.75939018,47,19,5,41.95879709193433,-87.68201344869898,"(41.95879709193433, -87.68201344869898)"
09/01/2015,Completed,09/17/2015,15-04512206,Sanitation Code Violation,Standing water,3536 N RETA AVE,60657,1169965.16008784,1923698.17573246,44,19,6,41.946127203085155,-87.65066389882806,"(41.946127203085155, -87.65066389882806)"
09/18/2015,Completed - Dup,09/18/2015,15-04875193,Sanitation Code Violation,Standing water,4930 W GRACE ST,60641,1142802.01331443,1924810.28968126,45,16,15,41.949729194498495,-87.75047955944986,"(41.949729194498495, -87.75047955944986)"
09/17/2015,Completed,09/18/2015,15-04862984,Sanitation Code Violation,Standing water,4930 W GRACE ST,60641,1142802.01331443,1924810.28968126,45,16,15,41.949729194498495,-87.75047955944986,"(41.949729194498495, -87.75047955944986)"
09/20/2015,Completed,09/21/2015,15-04920838,Sanitation Code Violation,Standing water,1928 W SCHOOL ST,60657,1162904.33878611,1921926.99639869,32,19,5,41.941418373230725,-87.67666693192766,"(41.941418373230725, -87.67666693192766)"
09/20/2015,Completed,09/21/2015,15-04923998,Sanitation Code Violation,Standing water,3049 W DIVERSEY AVE,60647,1155468.3863796,1918456.84861518,32,14,22,41.93204909320544,-87.70409069464408,"(41.93204909320544, -87.70409069464408)"
09/18/2015,Completed,09/21/2015,15-04875198,Sanitation Code Violation,Standing water,4854 N LAWNDALE AVE,60625,1150845.376033,1932004.10490479,35,17,14,41.9693156268483,-87.7207238628693,"(41.9693156268483, -87.7207238628693)"
09/18/2015,Completed,09/21/2015,15-04888023,Sanitation Code Violation,Standing water,2150 N KEDZIE BLVD,60647,1154686.08599707,1914316.93798049,32,14,22,41.92070456903766,-87.70707666574252,"(41.92070456903766, -87.70707666574252)"
09/18/2015,Completed,09/21/2015,15-04891547,Sanitation Code Violation,Standing water,4878 N KILPATRICK AVE,60630,1144490.31660488,1932132.77589122,39,17,14,41.96979102568304,-87.74408840463654,"(41.96979102568304, -87.74408840463654)"
09/19/2015,Completed - Dup,09/21/2015,15-04904275,Sanitation Code Violation,Standing water,4930 W GRACE ST,60641,1142802.01331443,1924810.28968126,45,16,15,41.949729194498495,-87.75047955944986,"(41.949729194498495, -87.75047955944986)"
09/19/2015,Completed,09/21/2015,15-04904273,Sanitation Code Violation,Standing water,4930 W GRACE ST,60641,1142802.01331443,1924810.28968126,45,16,15,41.949729194498495,-87.75047955944986,"(41.949729194498495, -87.75047955944986)"
09/17/2015,Completed,09/21/2015,15-04861082,Sanitation Code Violation,Standing water,727 S HOYNE AVE,60612,1162490.86643014,1896760.82999792,28,12,28,41.872369246725796,-87.67889229489924,"(41.872369246725796, -87.67889229489924)"
09/22/2015,Completed,09/22/2015,15-04964016,Sanitation Code Violation,Standing water,4930 W GRACE ST,60641,1142802.01331443,1924810.28968126,45,16,15,41.949729194498495,-87.75047955944986,"(41.949729194498495, -87.75047955944986)"
09/17/2015,Completed - Dup,09/22/2015,15-04857276,Sanitation Code Violation,Standing water,4243 N LINCOLN AVE,60618,1161401.61880895,1928248.75939018,47,19,5,41.95879709193433,-87.68201344869898,"(41.95879709193433, -87.68201344869898)"
09/22/2015,Completed,09/23/2015,15-04976342,Sanitation Code Violation,Standing water,4930 W GRACE ST,60641,1142802.01331443,1924810.28968126,45,16,15,41.949729194498495,-87.75047955944986,"(41.949729194498495, -87.75047955944986)"
09/19/2015,Completed,09/23/2015,15-04902572,Sanitation Code Violation,Standing water,4214 N KENMORE AVE,60613,1168412.3820944,1928239.18671853,46,19,3,41.958621709693276,-87.65623949222181,"(41.958621709693276, -87.65623949222181)"
09/24/2015,Completed,09/24/2015,15-05019873,Sanitation Code Violation,Standing water,203 S CANAL ST,60606,1173171.58379229,1899360.91927211,42,1,28,41.879273910427585,-87.63960180033452,"(41.879273910427585, -87.63960180033452)"
09/09/2015,Completed,09/24/2015,15-04680780,Sanitation Code Violation,Standing water,1643 W GRAND AVE,60622,1165246.73012448,1903557.0283198,1,12,24,41.890960455787436,-87.66858106162732,"(41.890960455787436, -87.66858106162732)"
09/25/2015,Completed,09/29/2015,15-05050107,Sanitation Code Violation,Standing water,13400 S AVENUE M,60633,1201755.71740429,1816726.97732118,10,4,55,41.651839884779,-87.53745569724013,"(41.651839884779, -87.53745569724013)"
09/28/2015,Completed,10/07/2015,15-05128495,Sanitation Code Violation,Standing water,8612 S RHODES AVE,60619,1181302.68912834,1847954.7365038,6,6,44,41.738026929863885,-87.61133184512138,"(41.738026929863885, -87.61133184512138)"
10/06/2015,Completed,10/08/2015,15-05289580,Sanitation Code Violation,Standing water,12842 S EMERALD AVE,60628,1173671.82929659,1819584.03817876,34,5,53,41.66034572383769,-87.6401259281743,"(41.66034572383769, -87.6401259281743)"
10/07/2015,Completed,10/14/2015,15-05316519,Sanitation Code Violation,Standing water,8612 S RHODES AVE,60619,1181302.68912834,1847954.7365038,6,6,44,41.738026929863885,-87.61133184512138,"(41.738026929863885, -87.61133184512138)"
10/10/2015,Completed - Dup,10/16/2015,15-05344188,Sanitation Code Violation,Standing water,4243 N LINCOLN AVE,60618,1161401.61880895,1928248.75939018,47,19,5,41.95879709193433,-87.68201344869898,"(41.95879709193433, -87.68201344869898)"
10/15/2015,Completed,10/20/2015,15-05378620,Sanitation Code Violation,Standing water,8612 S RHODES AVE,60619,1181302.68912834,1847954.7365038,6,6,44,41.738026929863885,-87.61133184512138,"(41.738026929863885, -87.61133184512138)"
10/16/2015,Completed - Dup,10/21/2015,15-05421460,Sanitation Code Violation,Standing water,1923 W ADDISON ST,60613,1162882.23108476,1923920.25002199,47,19,5,41.946888434586526,-87.67669206464734,"(41.946888434586526, -87.67669206464734)"
10/17/2015,Completed,10/22/2015,15-05453271,Sanitation Code Violation,Standing water,646 N LONG AVE,60644,1140207.37878459,1903750.78646693,37,15,25,41.89198765042167,-87.76053431702474,"(41.89198765042167, -87.76053431702474)"
10/19/2015,Completed,10/27/2015,15-05500363,Sanitation Code Violation,Standing water,4216 W 19TH ST,60623,1148610.20442869,1890313.0100989,24,10,29,41.85495475028257,-87.73002097603302,"(41.85495475028257, -87.73002097603302)"
10/26/2015,Completed,10/28/2015,15-05661237,Sanitation Code Violation,Standing water,4547 N DRAKE AVE,60625,1151902.20216563,1929990.86560475,33,17,14,41.96377036499931,-87.7168911478088,"(41.96377036499931, -87.7168911478088)"
10/24/2015,Completed,10/30/2015,15-05649321,Sanitation Code Violation,Standing water,4859 N LAWNDALE AVE,60625,1150844.376033,1932037.60490479,35,17,14,41.969407572675244,-87.72072665911045,"(41.969407572675244, -87.72072665911045)"
